a0,b1,c2,d3,e4,g5,g6,h7,i8,j9,k10,m11,n12,o13,p14,q15,r16,s17,s18,t19,
630,mstr,36202605,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,36261170,,,,,631,631,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
631,mstr,36261170,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,36319735,,,,,632,632,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
632,mstr,36319735,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,36378300,,,,,633,633,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
633,mstr,36378300,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,36436865,,,,,634,634,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
634,mstr,36436865,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,36495430,,,,,635,635,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
635,mstr,36495430,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,36553995,,,,,636,636,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
636,mstr,36553995,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,36612560,,,,,637,637,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
637,mstr,36612560,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,36671125,,,,,638,638,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
638,mstr,36671125,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,36729690,,,,,639,639,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
639,mstr,36729690,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,36788255,,,,,640,640,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
640,mstr,36788255,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,36846820,,,,,641,641,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
641,mstr,36846820,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,36905385,,,,,642,642,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
642,mstr,36905385,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,36963950,,,,,643,643,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
643,mstr,36963950,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,37022515,,,,,644,644,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
644,mstr,37022515,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,37081080,,,,,645,645,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
645,mstr,37081080,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,37139645,,,,,646,646,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
646,mstr,37139645,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,37198210,,,,,647,647,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
647,mstr,37198210,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,37256775,,,,,648,648,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
648,mstr,37256775,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,37315340,,,,,649,649,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
649,mstr,37315340,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,37373905,,,,,650,650,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
650,mstr,37373905,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,37432470,,,,,651,651,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
651,mstr,37432470,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,37491035,,,,,652,652,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
652,mstr,37491035,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,37549600,,,,,653,653,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
653,mstr,37549600,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,37608165,,,,,654,654,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
654,mstr,37608165,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,37666730,,,,,655,655,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
655,mstr,37666730,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,37725295,,,,,656,656,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
656,mstr,37725295,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,37783860,,,,,657,657,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
657,mstr,37783860,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,37842425,,,,,658,658,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
658,mstr,37842425,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,37900990,,,,,659,659,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
659,mstr,37900990,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,37959555,,,,,660,660,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
660,mstr,37959555,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,38018120,,,,,661,661,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
661,mstr,38018120,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,38076685,,,,,662,662,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
662,mstr,38076685,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,38135250,,,,,663,663,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
663,mstr,38135250,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,38193815,,,,,664,664,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
664,mstr,38193815,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,38252380,,,,,665,665,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
665,mstr,38252380,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,38310945,,,,,666,666,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
666,mstr,38310945,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,38369510,,,,,667,667,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
667,mstr,38369510,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,38428075,,,,,668,668,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
668,mstr,38428075,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,38486640,,,,,669,669,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
669,mstr,38486640,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,38545205,,,,,670,670,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
670,mstr,38545205,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,38603770,,,,,671,671,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
671,mstr,38603770,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,38662335,,,,,672,672,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
672,mstr,38662335,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,38720900,,,,,673,673,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
673,mstr,38720900,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,38779465,,,,,674,674,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
674,mstr,38779465,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,38838030,,,,,675,675,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
675,mstr,38838030,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,38896595,,,,,676,676,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
676,mstr,38896595,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,38955160,,,,,677,677,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
677,mstr,38955160,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,39013725,,,,,678,678,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
678,mstr,39013725,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,39072290,,,,,679,679,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
679,mstr,39072290,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,39130855,,,,,680,680,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
680,mstr,39130855,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,39189420,,,,,681,681,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
681,mstr,39189420,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,39247985,,,,,682,682,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
682,mstr,39247985,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,39306550,,,,,683,683,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
683,mstr,39306550,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,39365115,,,,,684,684,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
684,mstr,39365115,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,39423680,,,,,685,685,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
685,mstr,39423680,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,39482245,,,,,686,686,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
686,mstr,39482245,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,39540810,,,,,687,687,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
687,mstr,39540810,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,39599375,,,,,688,688,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
688,mstr,39599375,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,39657940,,,,,689,689,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
689,mstr,39657940,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,39716505,,,,,690,690,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
690,mstr,39716505,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,39775070,,,,,691,691,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
691,mstr,39775070,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,39833635,,,,,692,692,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
692,mstr,39833635,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,39892200,,,,,693,693,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
693,mstr,39892200,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,39950765,,,,,694,694,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
694,mstr,39950765,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,40009330,,,,,695,695,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
695,mstr,40009330,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,40067895,,,,,696,696,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
696,mstr,40067895,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,40126460,,,,,697,697,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
697,mstr,40126460,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,40185025,,,,,698,698,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
698,mstr,40185025,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,40243590,,,,,699,699,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
699,mstr,40243590,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,40302155,,,,,700,700,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
700,mstr,40302155,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,40360720,,,,,701,701,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
701,mstr,40360720,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,40419285,,,,,702,702,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
702,mstr,40419285,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,40477850,,,,,703,703,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
703,mstr,40477850,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,40536415,,,,,704,704,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
704,mstr,40536415,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,40594980,,,,,705,705,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
705,mstr,40594980,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,40653545,,,,,706,706,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
706,mstr,40653545,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,40712110,,,,,707,707,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
707,mstr,40712110,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,40770675,,,,,708,708,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
708,mstr,40770675,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,40829240,,,,,709,709,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
709,mstr,40829240,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,40887805,,,,,710,710,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
710,mstr,40887805,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,40946370,,,,,711,711,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
711,mstr,40946370,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,41004935,,,,,712,712,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
712,mstr,41004935,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,41063500,,,,,713,713,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
713,mstr,41063500,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,41122065,,,,,714,714,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
714,mstr,41122065,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,41180630,,,,,715,715,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
715,mstr,41180630,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,41239195,,,,,716,716,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
716,mstr,41239195,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,41297760,,,,,717,717,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
717,mstr,41297760,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,41356325,,,,,718,718,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
718,mstr,41356325,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,41414890,,,,,719,719,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
719,mstr,41414890,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,41473455,,,,,720,720,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
720,mstr,41473455,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,41532020,,,,,721,721,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
721,mstr,41532020,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,41590585,,,,,722,722,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
722,mstr,41590585,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,41649150,,,,,723,723,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
723,mstr,41649150,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,41707715,,,,,724,724,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
724,mstr,41707715,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,41766280,,,,,725,725,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
725,mstr,41766280,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,41824845,,,,,726,726,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
726,mstr,41824845,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,41883410,,,,,727,727,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
727,mstr,41883410,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,41941975,,,,,728,728,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
728,mstr,41941975,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,42000540,,,,,729,729,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
729,mstr,42000540,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,42059105,,,,,730,730,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
730,mstr,42059105,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,42117670,,,,,731,731,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
731,mstr,42117670,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,42176235,,,,,732,732,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
732,mstr,42176235,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,42234800,,,,,733,733,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
733,mstr,42234800,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,42293365,,,,,734,734,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
734,mstr,42293365,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,42351930,,,,,735,735,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
735,mstr,42351930,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,42410495,,,,,736,736,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
736,mstr,42410495,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,42469060,,,,,737,737,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
737,mstr,42469060,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,42527625,,,,,738,738,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
738,mstr,42527625,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,42586190,,,,,739,739,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
739,mstr,42586190,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,42644755,,,,,740,740,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
740,mstr,42644755,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,42703320,,,,,741,741,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
741,mstr,42703320,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,42761885,,,,,742,742,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
742,mstr,42761885,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,42820450,,,,,743,743,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
743,mstr,42820450,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,42879015,,,,,744,744,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
744,mstr,42879015,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,42937580,,,,,745,745,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
745,mstr,42937580,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,42996145,,,,,746,746,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
746,mstr,42996145,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,43054710,,,,,747,747,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
747,mstr,43054710,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,43113275,,,,,748,748,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
748,mstr,43113275,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,43171840,,,,,749,749,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
749,mstr,43171840,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,43230405,,,,,750,750,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
750,mstr,43230405,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,43288970,,,,,751,751,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
751,mstr,43288970,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,43347535,,,,,752,752,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
752,mstr,43347535,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,43406100,,,,,753,753,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
753,mstr,43406100,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,43464665,,,,,754,754,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
754,mstr,43464665,58565,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,43523230,,,,,755,755,,RANK_MASTER_PRESTIGE_FULL,,,ranked_up_master_prestige,,
