model,category,-idIndex,primaryid,collision,transient override,-lobmodel,viewmodel,-worldmat,-viewmat,group1,group2,group3,group4,group5,group6,group7,group8,productionLevel,
eng_mano_atscap_sh,hat,,282,0,hat,,,,,mano,,,,,,,,,
eng_elliot_atscap_sh,hat,,282,0,hat,,,,,elliot,,,,,,,,,
eng_alfakey_atscap_sh,hat,,282,0,hat,,,,,nguyen,,,,,,,,,
eng_tab_atscap_sh,hat,,282,0,hat,,,,,tab,,,,,,,,,
eng_joyce_atscap_sh,hat,,282,0,hat,,,,,joyce,,,,,,,,,
eng_alfakey_brodiestrap_sh,hat,,283,0,hat,,,,,alfakey,,,,,,,,,
eng_silva_brodiestrap_sh,hat,,283,0,hat,,,,,silva,,,,,,,,,
eng_king_brodiestrap_sh,hat,,283,0,hat,,,,,king,,,,,,,,,
eng_habhab_brodiestrap_sh,hat,,283,0,hat,,,,,habhab,,,,,,,,,
eng_younger_brodiestrap_sh,hat,,283,0,hat,,,,,younger,,,,,,,,,
eng_starcher_brodiestrap_sh,hat,,283,0,hat,,,,,starcher,,,,,,,,,
eng_clark_brodiestrap_sh,hat,,283,0,hat,,,,,clark,,,,,,,,,
eng_mano_brodiestrap_sh,hat,,283,0,hat,,,,,mano,,,,,,,,,
eng_elliot_brodiestrap_sh,hat,,283,0,hat,,,,,elliot,,,,,,,,,
eng_alfakey_brodiestrap_sh,hat,,283,0,hat,,,,,nguyen,,,,,,,,,
eng_tab_brodiestrap_sh,hat,,283,0,hat,,,,,tab,,,,,,,,,
eng_joyce_brodiestrap_sh,hat,,283,0,hat,,,,,joyce,,,,,,,,,
rus_alfakey_ushanka_sh,hat,,284,0,hat,,,,,alfakey,,,,,,,,,
rus_silva_ushanka_sh,hat,,284,0,hat,,,,,silva,,,,,,,,,
rus_king_ushanka_sh,hat,,284,0,hat,,,,,king,,,,,,,,,
rus_habhab_ushanka_sh,hat,,284,0,hat,,,,,habhab,,,,,,,,,
rus_younger_ushanka_sh,hat,,284,0,hat,,,,,younger,,,,,,,,,
rus_starcher_ushanka_sh,hat,,284,0,hat,,,,,starcher,,,,,,,,,
rus_clark_ushanka_sh,hat,,284,0,hat,,,,,clark,,,,,,,,,
rus_mano_ushanka_sh,hat,,284,0,hat,,,,,mano,,,,,,,,,
rus_elliot_ushanka_sh,hat,,284,0,hat,,,,,elliot,,,,,,,,,
rus_nguyen_ushanka_sh,hat,,284,0,hat,,,,,nguyen,,,,,,,,,
rus_tab_ushanka_sh,hat,,284,0,hat,,,,,tab,,,,,,,,,
rus_joyce_ushanka_sh,hat,,284,0,hat,,,,,joyce,,,,,,,,,
rus_alfakey_ssh40_sh,hat,,285,0,hat,,,,,alfakey,,,,,,,,,
rus_silva_ssh40_sh,hat,,285,0,hat,,,,,silva,,,,,,,,,
rus_king_ssh40_sh,hat,,285,0,hat,,,,,king,,,,,,,,,
rus_habhab_ssh40_sh,hat,,285,0,hat,,,,,habhab,,,,,,,,,
rus_younger_ssh40_sh,hat,,285,0,hat,,,,,younger,,,,,,,,,
rus_starcher_ssh40_sh,hat,,285,0,hat,,,,,starcher,,,,,,,,,
rus_clark_ssh40_sh,hat,,285,0,hat,,,,,clark,,,,,,,,,
rus_mano_ssh40_sh,hat,,285,0,hat,,,,,mano,,,,,,,,,
rus_elliot_ssh40_sh,hat,,285,0,hat,,,,,elliot,,,,,,,,,
rus_nguyen_ssh40_sh,hat,,285,0,hat,,,,,nguyen,,,,,,,,,
rus_tab_ssh40_sh,hat,,285,0,hat,,,,,tab,,,,,,,,,
rus_joyce_ssh40_sh,hat,,285,0,hat,,,,,joyce,,,,,,,,,
rus_alfakey_m35pilotka_sh,hat,,286,0,hat,,,,,alfakey,,,,,,,,,
rus_silva_m35pilotka_sh,hat,,286,0,hat,,,,,silva,,,,,,,,,
rus_king_m35pilotka_sh,hat,,286,0,hat,,,,,king,,,,,,,,,
rus_habhab_m35pilotka_sh,hat,,286,0,hat,,,,,habhab,,,,,,,,,
rus_younger_m35pilotka_sh,hat,,286,0,hat,,,,,younger,,,,,,,,,
rus_starcher_m35pilotka_sh,hat,,286,0,hat,,,,,starcher,,,,,,,,,
rus_clark_m35pilotka_sh,hat,,286,0,hat,,,,,clark,,,,,,,,,
rus_mano_m35pilotka_sh,hat,,286,0,hat,,,,,mano,,,,,,,,,
rus_elliot_m35pilotka_sh,hat,,286,0,hat,,,,,elliot,,,,,,,,,
rus_nguyen_m35pilotka_sh,hat,,286,0,hat,,,,,nguyen,,,,,,,,,
rus_tab_m35pilotka_sh,hat,,286,0,hat,,,,,tab,,,,,,,,,
rus_joyce_m35pilotka_sh,hat,,286,0,hat,,,,,joyce,,,,,,,,,
usa_silva_m1helmet_sh,hat,,287,0,hat,,,,,silva,,,,,,,,,
usa_king_m1helmet_sh,hat,,287,0,hat,,,,,king,,,,,,,,,
usa_habhab_m1helmet_sh,hat,,287,0,hat,,,,,habhab,,,,,,,,,
usa_younger_m1helmet_sh,hat,,287,0,hat,,,,,younger,,,,,,,,,
usa_starcher_m1helmet_sh,hat,,287,0,hat,,,,,starcher,,,,,,,,,
usa_clark_m1helmet_sh,hat,,287,0,hat,,,,,clark,,,,,,,,,
usa_mano_m1helmet_sh,hat,,287,0,hat,,,,,mano,,,,,,,,,
usa_elliot_m1helmet_sh,hat,,287,0,hat,,,,,elliot,,,,,,,,,
usa_nguyen_m1helmet_sh,hat,,287,0,hat,,,,,nguyen,,,,,,,,,
usa_alfakey_m1helmet_sh,hat,,287,0,hat,,,,,alfakey,,,,,,,,,
usa_joyce_m1helmet_sh,hat,,287,0,hat,,,,,joyce,,,,,,,,,
usa_tab_m1helmet_sh,hat,,287,0,hat,,,,,tab,,,,,,,,,
usa_alfakey_typechelmet_sh,hat,,288,0,hat,,,,,alfakey,,,,,,,,,
usa_silva_typechelmet_sh,hat,,288,0,hat,,,,,silva,,,,,,,,,
usa_king_typechelmet_sh,hat,,288,0,hat,,,,,king,,,,,,,,,
usa_habhab_typechelmet_sh,hat,,288,0,hat,,,,,habhab,,,,,,,,,
usa_younger_typechelmet_sh,hat,,288,0,hat,,,,,younger,,,,,,,,,
usa_starcher_typechelmet_sh,hat,,288,0,hat,,,,,starcher,,,,,,,,,
usa_clark_typechelmet_sh,hat,,288,0,hat,,,,,clark,,,,,,,,,
usa_mano_typechelmet_sh,hat,,288,0,hat,,,,,mano,,,,,,,,,
usa_elliot_typechelmet_sh,hat,,288,0,hat,,,,,elliot,,,,,,,,,
usa_nguyen_typechelmet_sh,hat,,288,0,hat,,,,,nguyen,,,,,,,,,
usa_tab_typechelmet_sh,hat,,288,0,hat,,,,,tab,,,,,,,,,
usa_joyce_typechelmet_sh,hat,,288,0,hat,,,,,joyce,,,,,,,,,
usa_alfakey_m38helmet_sh,hat,,289,0,hat,,,,,alfakey,,,,,,,,,
usa_silva_m38helmet_sh,hat,,289,0,hat,,,,,silva,,,,,,,,,
usa_king_m38helmet_sh,hat,,289,0,hat,,,,,king,,,,,,,,,
usa_habhab_m38helmet_sh,hat,,289,0,hat,,,,,habhab,,,,,,,,,
usa_younger_m38helmet_sh,hat,,289,0,hat,,,,,younger,,,,,,,,,
usa_starcher_m38helmet_sh,hat,,289,0,hat,,,,,starcher,,,,,,,,,
usa_clark_m38helmet_sh,hat,,289,0,hat,,,,,clark,,,,,,,,,
usa_mano_m38helmet_sh,hat,,289,0,hat,,,,,mano,,,,,,,,,
usa_elliot_m38helmet_sh,hat,,289,0,hat,,,,,elliot,,,,,,,,,
usa_nguyen_m38helmet_sh,hat,,289,0,hat,,,,,nguyen,,,,,,,,,
usa_tab_m38helmet_sh,hat,,289,0,hat,,,,,tab,,,,,,,,,
usa_joyce_m38helmet_sh,hat,,289,0,hat,,,,,joyce,,,,,,,,,
pol_alfakey_ssh40_mtx2,hat,,290,0,hat,,,,,alfakey,,,,,,,,,
pol_silva_ssh40_mtx2,hat,,290,0,hat,,,,,silva,,,,,,,,,
pol_king_ssh40_mtx2,hat,,290,0,hat,,,,,king,,,,,,,,,
pol_habhab_ssh40_mtx2,hat,,290,0,hat,,,,,habhab,,,,,,,,,
pol_younger_ssh40_mtx2,hat,,290,0,hat,,,,,younger,,,,,,,,,
pol_starcher_ssh40_mtx2,hat,,290,0,hat,,,,,starcher,,,,,,,,,
pol_clark_ssh40_mtx2,hat,,290,0,hat,,,,,clark,,,,,,,,,
pol_clark_ssh40_mtx2,hat,,290,0,hat,,,,,mano,,,,,,,,,
pol_elliot_ssh40_mtx2,hat,,290,0,hat,,,,,elliot,,,,,,,,,
pol_nguyen_ssh40_mtx2,hat,,290,0,hat,,,,,nguyen,,,,,,,,,
pol_tab_ssh40_mtx2,hat,,290,0,hat,,,,,tab,,,,,,,,,
pol_joyce_ssh40_mtx2,hat,,290,0,hat,,,,,joyce,,,,,,,,,
fra_alfakey_m26helm_mtx2,hat,,291,0,hat,,,,,alfakey,,,,,,,,,
fra_silva_m26helm_mtx2,hat,,291,0,hat,,,,,silva,,,,,,,,,
fra_king_m26helm_mtx2,hat,,291,0,hat,,,,,king,,,,,,,,,
fra_habhab_m26helm_mtx2,hat,,291,0,hat,,,,,habhab,,,,,,,,,
fra_younger_m26helm_mtx2,hat,,291,0,hat,,,,,younger,,,,,,,,,
fra_starcher_m26helm_mtx2,hat,,291,0,hat,,,,,starcher,,,,,,,,,
fra_clark_m26helm_mtx2,hat,,291,0,hat,,,,,clark,,,,,,,,,
fra_mano_m26helm_mtx2,hat,,291,0,hat,,,,,mano,,,,,,,,,
fra_elliot_m26helm_mtx2,hat,,291,0,hat,,,,,elliot,,,,,,,,,
fra_nguyen_m26helm_mtx2,hat,,291,0,hat,,,,,nguyen,,,,,,,,,
fra_tab_m26helm_mtx2,hat,,291,0,hat,,,,,tab,,,,,,,,,
fra_joyce_m26helm_mtx2,hat,,291,0,hat,,,,,joyce,,,,,,,,,
den_alfakey_m34helm_mtx2,hat,,292,0,hat,,,,,alfakey,,,,,,,,,
den_silva_m34helm_mtx2,hat,,292,0,hat,,,,,silva,,,,,,,,,
den_king_m34helm_mtx2,hat,,292,0,hat,,,,,king,,,,,,,,,
den_habhab_m34helm_mtx2,hat,,292,0,hat,,,,,habhab,,,,,,,,,
den_younger_m34helm_mtx2,hat,,292,0,hat,,,,,younger,,,,,,,,,
den_starcher_m34helm_mtx2,hat,,292,0,hat,,,,,starcher,,,,,,,,,
den_clark_m34helm_mtx2,hat,,292,0,hat,,,,,clark,,,,,,,,,
den_mano_m34helm_mtx2,hat,,292,0,hat,,,,,mano,,,,,,,,,
den_elliot_m34helm_mtx2,hat,,292,0,hat,,,,,elliot,,,,,,,,,
den_nguyen_m34helm_mtx2,hat,,292,0,hat,,,,,nguyen,,,,,,,,,
den_tab_m34helm_mtx2,hat,,292,0,hat,,,,,tab,,,,,,,,,
den_joyce_m34helm_mtx2,hat,,292,0,hat,,,,,joyce,,,,,,,,,
ita_m_m40helmet_mtx2,hat,,293,0,hat,,,,,!female,,,,,,,,,
ita_f_m40helmet_mtx2,hat,,293,0,hat,,,,,female,,,,,,,,,
cze_m_m40helmet_mtx2,hat,,294,0,hat,,,,,!female,,,,,,,,,
cze_f_m40helmet_mtx2,hat,,294,0,hat,,,,,female,,,,,,,,,
usa_m_rankedhelm_r1_s2,hat,,295,0,hat,,,,,!female,,,,,,,,,
usa_f_rankedhelm_r1_s2,hat,,295,0,hat,,,,,female,,,,,,,,,
usa_m_rankedhelm_r2_s2,hat,,296,0,hat,,,,,!female,,,,,,,,,
usa_f_rankedhelm_r2_s2,hat,,296,0,hat,,,,,female,,,,,,,,,
usa_m_rankedhelm_r3_s2,hat,,297,0,hat,,,,,!female,,,,,,,,,
usa_f_rankedhelm_r3_s2,hat,,297,0,hat,,,,,female,,,,,,,,,
usa_m_rankedhelm_r4_s2,hat,,298,0,hat,,,,,!female,,,,,,,,,
usa_f_rankedhelm_r4_s2,hat,,298,0,hat,,,,,female,,,,,,,,,
usa_m_rankedhelm_r5_s2,hat,,299,0,hat,,,,,!female,,,,,,,,,
usa_f_rankedhelm_r5_s2,hat,,299,0,hat,,,,,female,,,,,,,,,
usa_m_rankedhelm_r7_s2,hat,,300,0,hat,,,,,!female,,,,,,,,,
usa_f_rankedhelm_r7_s2,hat,,300,0,hat,,,,,female,,,,,,,,,
usa_m_rankedhelm_r6_s2,hat,,301,0,hat,,,,,!female,,,,,,,,,
usa_f_rankedhelm_r6_s2,hat,,301,0,hat,,,,,female,,,,,,,,,
usa_m_rankedhelm_r8_s2,hat,,302,0,hat,,,,,!female,,,,,,,,,
usa_f_rankedhelm_r8_s2,hat,,302,0,hat,,,,,female,,,,,,,,,
ita_alfakey_beret_mtx3,hat,,303,0,hat,,,,,alfakey,,,,,,,,,
ita_silva_beret_mtx3,hat,,303,0,hat,,,,,silva,,,,,,,,,
ita_king_beret_mtx3,hat,,303,0,hat,,,,,king,,,,,,,,,
ita_habhab_beret_mtx3,hat,,303,0,hat,,,,,habhab,,,,,,,,,
ita_younger_beret_mtx3,hat,,303,0,hat,,,,,younger,,,,,,,,,
ita_starcher_beret_mtx3,hat,,303,0,hat,,,,,starcher,,,,,,,,,
ita_clark_beret_mtx3,hat,,303,0,hat,,,,,clark,,,,,,,,,
ita_mano_beret_mtx3,hat,,303,0,hat,,,,,mano,,,,,,,,,
ita_elliot_beret_mtx3,hat,,303,0,hat,,,,,elliot,,,,,,,,,
ita_nguyen_beret_mtx3,hat,,303,0,hat,,,,,nguyen,,,,,,,,,
ita_tab_beret_mtx3,hat,,303,0,hat,,,,,tab,,,,,,,,,
ita_joyce_beret_mtx3,hat,,303,0,hat,,,,,joyce,,,,,,,,,
ita_alfakey_m35cap_mtx3,hat,,304,0,hat,,,,,alfakey,,,,,,,,,
ita_silva_m35cap_mtx3,hat,,304,0,hat,,,,,silva,,,,,,,,,
ita_king_m35cap_mtx3,hat,,304,0,hat,,,,,king,,,,,,,,,
ita_habhab_m35cap_mtx3,hat,,304,0,hat,,,,,habhab,,,,,,,,,
ita_younger_m35cap_mtx3,hat,,304,0,hat,,,,,younger,,,,,,,,,
ita_starcher_m35cap_mtx3,hat,,304,0,hat,,,,,starcher,,,,,,,,,
ita_clark_m35cap_mtx3,hat,,304,0,hat,,,,,clark,,,,,,,,,
ita_mano_m35cap_mtx3,hat,,304,0,hat,,,,,mano,,,,,,,,,
ita_elliot_m35cap_mtx3,hat,,304,0,hat,,,,,elliot,,,,,,,,,
ita_nguyen_m35cap_mtx3,hat,,304,0,hat,,,,,nguyen,,,,,,,,,
ita_tab_m35cap_mtx3,hat,,304,0,hat,,,,,tab,,,,,,,,,
ita_joyce_m35cap_mtx3,hat,,304,0,hat,,,,,joyce,,,,,,,,,
usa_alfakey_bandage_mtx3,hat,,305,0,hat,,,,,alfakey,,,,,,,,,
usa_silva_bandage_mtx3,hat,,305,0,hat,,,,,silva,,,,,,,,,
usa_king_bandage_mtx3,hat,,305,0,hat,,,,,king,,,,,,,,,
usa_habhab_bandage_mtx3,hat,,305,0,hat,,,,,habhab,,,,,,,,,
usa_younger_bandage_mtx3,hat,,305,0,hat,,,,,younger,,,,,,,,,
usa_starcher_bandage_mtx3,hat,,305,0,hat,,,,,starcher,,,,,,,,,
usa_clark_bandage_mtx3,hat,,305,0,hat,,,,,clark,,,,,,,,,
usa_mano_bandage_mtx3,hat,,305,0,hat,,,,,mano,,,,,,,,,
usa_elliot_bandage_mtx3,hat,,305,0,hat,,,,,elliot,,,,,,,,,
usa_nguyen_bandage_mtx3,hat,,305,0,hat,,,,,nguyen,,,,,,,,,
usa_tab_bandage_mtx3,hat,,305,0,hat,,,,,tab,,,,,,,,,
usa_joyce_bandage_mtx3,hat,,305,0,hat,,,,,joyce,,,,,,,,,
ger_alfakey_bulgarian_mtx3,hat,,306,0,hat,,,,,alfakey,,,,,,,,,
ger_silvia_bulgarian_mtx3,hat,,306,0,hat,,,,,silva,,,,,,,,,
ger_king_bulgarian_mtx3,hat,,306,0,hat,,,,,king,,,,,,,,,
ger_habhab_bulgarian_mtx3,hat,,306,0,hat,,,,,habhab,,,,,,,,,
ger_younger_bulgarian_mtx3,hat,,306,0,hat,,,,,younger,,,,,,,,,
ger_startcher_bulgarian_mtx3,hat,,306,0,hat,,,,,starcher,,,,,,,,,
ger_clark_bulgarian_mtx3,hat,,306,0,hat,,,,,clark,,,,,,,,,
ger_mano_bulgarian_mtx3,hat,,306,0,hat,,,,,mano,,,,,,,,,
ger_elliot_bulgarian_mtx3,hat,,306,0,hat,,,,,elliot,,,,,,,,,
ger_nguyen_bulgarian_mtx3,hat,,306,0,hat,,,,,nguyen,,,,,,,,,
ger_tab_bulgarian_mtx3,hat,,306,0,hat,,,,,tab,,,,,,,,,
ger_joyce_bulgarian_mtx3,hat,,306,0,hat,,,,,joyce,,,,,,,,,
fra_alfakey_fedora_mtx3,hat,,307,0,hat,,,,,alfakey,,,,,,,,,
fra_silva_fedora_mtx3,hat,,307,0,hat,,,,,silva,,,,,,,,,
fra_king_fedora_mtx3,hat,,307,0,hat,,,,,king,,,,,,,,,
fra_habhab_fedora_mtx3,hat,,307,0,hat,,,,,habhab,,,,,,,,,
fra_younger_fedora_mtx3,hat,,307,0,hat,,,,,younger,,,,,,,,,
fra_starcher_fedora_mtx3,hat,,307,0,hat,,,,,starcher,,,,,,,,,
fra_clark_fedora_mtx3,hat,,307,0,hat,,,,,clark,,,,,,,,,
fra_mano_fedora_mtx3,hat,,307,0,hat,,,,,mano,,,,,,,,,
fra_elliot_fedora_mtx3,hat,,307,0,hat,,,,,elliot,,,,,,,,,
fra_nguyen_fedora_mtx3,hat,,307,0,hat,,,,,nguyen,,,,,,,,,
fra_tab_fedora_mtx3,hat,,307,0,hat,,,,,tab,,,,,,,,,
fra_joyce_fedora_mtx3,hat,,307,0,hat,,,,,joyce,,,,,,,,,
ger_alfakey_flatcap_mtx3,hat,,308,0,hat,,,,,alfakey,,,,,,,,,
ger_silva_flatcap_mtx3,hat,,308,0,hat,,,,,silva,,,,,,,,,
ger_king_flatcap_mtx3,hat,,308,0,hat,,,,,king,,,,,,,,,
ger_habhab_flatcap_mtx3,hat,,308,0,hat,,,,,habhab,,,,,,,,,
ger_younger_flatcap_mtx3,hat,,308,0,hat,,,,,younger,,,,,,,,,
ger_starcher_flatcap_mtx3,hat,,308,0,hat,,,,,starcher,,,,,,,,,
ger_clark_flatcap_mtx3,hat,,308,0,hat,,,,,clark,,,,,,,,,
ger_mano_flatcap_mtx3,hat,,308,0,hat,,,,,mano,,,,,,,,,
ger_elliot_flatcap_mtx3,hat,,308,0,hat,,,,,elliot,,,,,,,,,
ger_nguyen_flatcap_mtx3,hat,,308,0,hat,,,,,nguyen,,,,,,,,,
ger_tab_flatcap_mtx3,hat,,308,0,hat,,,,,tab,,,,,,,,,
ger_joyce_flatcap_mtx3,hat,,308,0,hat,,,,,joyce,,,,,,,,,
ger_nguyen_m38helm_org1,hat,,309,0,hat,,,,,alfakey,,,,,,,,,
ger_starcher_m38helm_org1,hat,,309,0,hat,,,,,silva,,,,,,,,,
ger_king_m38helm_org1,hat,,309,0,hat,,,,,king,,,,,,,,,
ger_habhab_m38helm_org1,hat,,309,0,hat,,,,,habhab,,,,,,,,,
ger_younger_m38helm_org1,hat,,309,0,hat,,,,,younger,,,,,,,,,
ger_starcher_m38helm_org1,hat,,309,0,hat,,,,,starcher,,,,,,,,,
ger_younger_m38helm_org1,hat,,309,0,hat,,,,,clark,,,,,,,,,
ger_younger_m38helm_org1,hat,,309,0,hat,,,,,mano,,,,,,,,,
ger_nguyen_m38helm_org1,hat,,309,0,hat,,,,,elliot,,,,,,,,,
ger_nguyen_m38helm_org1,hat,,309,0,hat,,,,,nguyen,,,,,,,,,
ger_younger_m38helm_org1,hat,,309,0,hat,,,,,tab,,,,,,,,,
ger_younger_m38helm_org1,hat,,309,0,hat,,,,,joyce,,,,,,,,,
ita_resist_m33_alfakey,hat,,310,0,hat,,,,,alfakey,,,,,,,,,
ita_resist_m33_silva,hat,,310,0,hat,,,,,silva,,,,,,,,,
ita_resist_m33_king,hat,,310,0,hat,,,,,king,,,,,,,,,
ita_resist_m33_habhab,hat,,310,0,hat,,,,,habhab,,,,,,,,,
ita_resist_m33_younger,hat,,310,0,hat,,,,,younger,,,,,,,,,
ita_resist_m33_starcher,hat,,310,0,hat,,,,,starcher,,,,,,,,,
ita_resist_m33_clarke,hat,,310,0,hat,,,,,clark,,,,,,,,,
ita_resist_m33_mano,hat,,310,0,hat,,,,,mano,,,,,,,,,
ita_resist_m33_elliot,hat,,310,0,hat,,,,,elliot,,,,,,,,,
ita_resist_m33_nguyen,hat,,310,0,hat,,,,,nguyen,,,,,,,,,
ita_resist_m33_tab,hat,,310,0,hat,,,,,tab,,,,,,,,,
ita_resist_m33_joyce,hat,,310,0,hat,,,,,joyce,,,,,,,,,
pol_alfakey_m35helmet_mtx3,hat,,311,0,hat,,,,,alfakey,,,,,,,,,
pol_silva_m35helmet_mtx3,hat,,311,0,hat,,,,,silva,,,,,,,,,
pol_king_m35helmet_mtx3,hat,,311,0,hat,,,,,king,,,,,,,,,
pol_habhab_m35helmet_mtx3,hat,,311,0,hat,,,,,habhab,,,,,,,,,
pol_younger_m35helmet_mtx3,hat,,311,0,hat,,,,,younger,,,,,,,,,
pol_starcher_m35helmet_mtx3,hat,,311,0,hat,,,,,starcher,,,,,,,,,
pol_clark_m35helmet_mtx3,hat,,311,0,hat,,,,,clark,,,,,,,,,
pol_mano_m35helmet_mtx3,hat,,311,0,hat,,,,,mano,,,,,,,,,
pol_elliot_m35helmet_mtx3,hat,,311,0,hat,,,,,elliot,,,,,,,,,
pol_nguyen_m35helmet_mtx3,hat,,311,0,hat,,,,,nguyen,,,,,,,,,
pol_tab_m35helmet_mtx3,hat,,311,0,hat,,,,,tab,,,,,,,,,
pol_joyce_m35helmet_mtx3,hat,,311,0,hat,,,,,joyce,,,,,,,,,
civ_alfakey_bandana_mtx3,hat,,312,0,hat,,,,,alfakey,,,,,,,,,
civ_silva_bandana_mtx3,hat,,312,0,hat,,,,,silva,,,,,,,,,
civ_king_bandana_mtx3,hat,,312,0,hat,,,,,king,,,,,,,,,
civ_habhab_bandana_mtx3,hat,,312,0,hat,,,,,habhab,,,,,,,,,
civ_younger_bandana_mtx3,hat,,312,0,hat,,,,,younger,,,,,,,,,
civ_starcher_bandana_mtx3,hat,,312,0,hat,,,,,starcher,,,,,,,,,
civ_clark_bandana_mtx3,hat,,312,0,hat,,,,,clark,,,,,,,,,
civ_mano_bandana_mtx3,hat,,312,0,hat,,,,,mano,,,,,,,,,
civ_elliot_bandana_mtx3,hat,,312,0,hat,,,,,elliot,,,,,,,,,
civ_nguyen_bandana_mtx3,hat,,312,0,hat,,,,,nguyen,,,,,,,,,
civ_tab_bandana_mtx3,hat,,312,0,hat,,,,,tab,,,,,,,,,
civ_joyce_bandana_mtx3,hat,,312,0,hat,,,,,joyce,,,,,,,,,
usa_alfakey_m1para_sh_mtx3_5,hat,,313,0,hat,,,,,alfakey,,,,,,,,,
usa_silva_m1para_sh_mtx3_5,hat,,313,0,hat,,,,,silva,,,,,,,,,
usa_king_m1para_sh_mtx3_5,hat,,313,0,hat,,,,,king,,,,,,,,,
usa_hab_m1para_sh_mtx3_5,hat,,313,0,hat,,,,,habhab,,,,,,,,,
usa_younger_m1para_sh_mtx3_5,hat,,313,0,hat,,,,,younger,,,,,,,,,
usa_starcher_m1para_sh_mtx3_5,hat,,313,0,hat,,,,,starcher,,,,,,,,,
usa_clark_m1para_sh_mtx3_5,hat,,313,0,hat,,,,,clark,,,,,,,,,
usa_mano_m1para_sh_mtx3_5,hat,,313,0,hat,,,,,mano,,,,,,,,,
usa_elliot_m1para_sh_mtx3_5,hat,,313,0,hat,,,,,elliot,,,,,,,,,
usa_nguyen_m1para_sh_mtx3_5,hat,,313,0,hat,,,,,nguyen,,,,,,,,,
usa_tab_m1para_sh_mtx3_5,hat,,313,0,hat,,,,,tab,,,,,,,,,
usa_joyce_m1para_sh_mtx3_5,hat,,313,0,hat,,,,,joyce,,,,,,,,,
usa_alfakey_m38helmet_sh2,hat,,314,0,hat,,,,,alfakey,,,,,,,,,
usa_silva_m38helmet_sh2,hat,,314,0,hat,,,,,silva,,,,,,,,,
usa_king_m38helmet_sh2,hat,,314,0,hat,,,,,king,,,,,,,,,
usa_habhab_m38helmet_sh2,hat,,314,0,hat,,,,,habhab,,,,,,,,,
usa_younger_m38helmet_sh2,hat,,314,0,hat,,,,,younger,,,,,,,,,
usa_starcher_m38helmet_sh2,hat,,314,0,hat,,,,,starcher,,,,,,,,,
usa_clark_m38helmet_sh2,hat,,314,0,hat,,,,,clark,,,,,,,,,
usa_mano_m38helmet_sh2,hat,,314,0,hat,,,,,mano,,,,,,,,,
usa_elliot_m38helmet_sh2,hat,,314,0,hat,,,,,elliot,,,,,,,,,
usa_nguyen_m38helmet_sh2,hat,,314,0,hat,,,,,nguyen,,,,,,,,,
usa_tab_m38helmet_sh2,hat,,314,0,hat,,,,,tab,,,,,,,,,
usa_joyce_m38helmet_sh2,hat,,314,0,hat,,,,,joyce,,,,,,,,,
rus_alfakey_m35pilotka_mtx3_5,hat,,315,0,hat,,,,,alfakey,,,,,,,,,
rus_silva_m35pilotka_mtx3_5,hat,,315,0,hat,,,,,silva,,,,,,,,,
rus_king_m35pilotka_mtx3_5,hat,,315,0,hat,,,,,king,,,,,,,,,
rus_habhab_m35pilotka_mtx3_5,hat,,315,0,hat,,,,,habhab,,,,,,,,,
rus_younger_m35pilotka_mtx3_5,hat,,315,0,hat,,,,,younger,,,,,,,,,
rus_starcher_m35pilotka_mtx3_5,hat,,315,0,hat,,,,,starcher,,,,,,,,,
rus_clark_m35pilotka_mtx3_5,hat,,315,0,hat,,,,,clark,,,,,,,,,
rus_mano_m35pilotka_mtx3_5,hat,,315,0,hat,,,,,mano,,,,,,,,,
rus_elliot_m35pilotka_mtx3_5,hat,,315,0,hat,,,,,elliot,,,,,,,,,
rus_nguyen_m35pilotka_mtx3_5,hat,,315,0,hat,,,,,nguyen,,,,,,,,,
rus_tab_m35pilotka_mtx3_5,hat,,315,0,hat,,,,,tab,,,,,,,,,
rus_joyce_m35pilotka_mtx3_5,hat,,315,0,hat,,,,,joyce,,,,,,,,,
net_alfakey_m34helmet_mtx3_5,hat,,316,0,hat,,,,,alfakey,,,,,,,,,
net_silva_m34helmet_mtx3_5,hat,,316,0,hat,,,,,silva,,,,,,,,,
net_king_m34helmet_mtx3_5,hat,,316,0,hat,,,,,king,,,,,,,,,
net_habhab_m34helmet_mtx3_5,hat,,316,0,hat,,,,,habhab,,,,,,,,,
net_younger_m34helmet_mtx3_5,hat,,316,0,hat,,,,,younger,,,,,,,,,
net_starcher_m34helmet_mtx3_5,hat,,316,0,hat,,,,,starcher,,,,,,,,,
net_clark_m34helmet_mtx3_5,hat,,316,0,hat,,,,,clark,,,,,,,,,
net_mano_m34helmet_mtx3_5,hat,,316,0,hat,,,,,mano,,,,,,,,,
net_elliot_m34helmet_mtx3_5,hat,,316,0,hat,,,,,elliot,,,,,,,,,
net_nguyen_m34helmet_mtx3_5,hat,,316,0,hat,,,,,nguyen,,,,,,,,,
net_tab_m34helmet_mtx3_5,hat,,316,0,hat,,,,,tab,,,,,,,,,
net_joyce_m34helmet_mtx3_5,hat,,316,0,hat,,,,,joyce,,,,,,,,,
eng_alfakey_brodiehelmet_mtx3_5,hat,,317,0,hat,,,,,alfakey,,,,,,,,,
eng_silva_brodiehelmet_mtx3_5,hat,,317,0,hat,,,,,silva,,,,,,,,,
eng_king_brodiehelmet_mtx3_5,hat,,317,0,hat,,,,,king,,,,,,,,,
