a0,b1,c2,d3,e4,f5,g6,h7,i8,j9,k10,l11,m12,n13,o14,p15,q16,r17,s18,t19,u20,
951,AEC_WEEKLY,weekly_ch_ab_warkills,AEC_WEEKLY_AB_WARKILLS_TITLE,AEC_CONTRACT_WAR_KILLS_DESC,,,,45,AEC_UNIT_KILLS,,,,,,,,,,,,
952,AEC_WEEKLY,weekly_ch_ab_globalkills,AEC_WEEKLY_AB_GLOBALKILLS_TITLE,AEC_CONTRACT_GLOBAL_KILLS_DESC,,,,500,AEC_UNIT_KILLS,,,,,,,,,,,,
953,AEC_WEEKLY,weekly_ch_ab_tdmwins,AEC_WEEKLY_AB_TDMWINS_TITLE,AEC_DAILY_AB_TDMWINS_DESC,,,,20,AEC_UNIT_WINS,,,,,,,,,,,,
954,AEC_WEEKLY,weekly_ch_ab_domwins,AEC_WEEKLY_AB_DOMWINS_TITLE,AEC_DAILY_AB_DOMWINS_DESC,,,,15,AEC_UNIT_WINS,,,,,,,,,,,,
955,AEC_WEEKLY,weekly_ch_ab_warwins,AEC_WEEKLY_WAR_STRATEGIST_TITLE,AEC_WEEKLY_WAR_STRATEGIST_DESC,,,,15,AEC_UNIT_WINS,,,,,,,,,,,,
956,AEC_WEEKLY,weekly_ch_ab_globalwins,AEC_WEEKLY_WINS_TITLE,AEC_WEEKLY_WINS_DESC,,,,25,AEC_UNIT_WINS,,,,,,,,,,,,
957,AEC_CONTRACT,contract_ch_m1911,AEC_CONTRACT_M1911_TITLE,AEC_SWITCH_WEAPON_KILL_DESC,,,,20,AEC_UNIT_KILLS,7200,0x50000B5,,,,,,,,,,
958,AEC_SPECIAL,special_ch_y2_winter,AEC_CONTRACT_BRIBE_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,35,AEC_UNIT_MATCHES_COMPLETED,,,,AEC_WINTER_BRIBE_REWARD,winter_bribe,,,,,,,
959,AEC_SPECIAL,special_ch_y2_weap,AEC_HEROIC_WEAPON_BRIBE_ORDER_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,150,AEC_UNIT_MATCHES_COMPLETED,,,,AEC_REWARD_5WEAPONBRIBES,weapon_bribe,,,,,,,
960,AEC_SPECIAL,special_ch_y2_heroic_weap,AEC_SPECIAL_HEROIC_WEAPON_BRIBE_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,70,AEC_UNIT_MATCHES_COMPLETED,,,,AEC_REWARD_2X_HEROIC_WEAPON_BRIBE,weapon_bribe,,,,,,,
961,AEC_SPECIAL,special_ch_y2_resist_bundle,AEC_SPECIAL_GENERIC_BRIBE_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,70,AEC_UNIT_MATCHES_COMPLETED,,,,LOOT_MTX3_WEEKLY_UPRISING_REWARD,weapon_bribe,,,,,,,
962,AEC_SPECIAL,special_ch_y2_resist,AEC_SPECIAL_GENERIC_BRIBE_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,35,AEC_UNIT_MATCHES_COMPLETED,,,,,,,,,,,,
963,AEC_SPECIAL,special_ch_y2_heroic_uniform,AEC_SPECIAL_HEROIC_UNIFORM_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,40,AEC_UNIT_MATCHES_COMPLETED,,,,,,,,,,,,
968,AEC_DAILY,daily_ch_ab_kills_ll,AEC_FTE_COMPLETE_MATCH_TITLE,AEC_DAILY_KILLS_DESC,,,,35,AEC_UNIT_KILLS,,,,,,,,orders_RnD:0,,,,
969,AEC_DAILY,daily_ch_ab_kills_hl,AEC_FTE_COMPLETE_MATCH_TITLE,AEC_DAILY_KILLS_DESC,,,,70,AEC_UNIT_KILLS,,,,,,,,orders_RnD:1,,,,
970,AEC_DAILY,daily_ch_ab_kills_lh,AEC_FTE_COMPLETE_MATCH_TITLE,AEC_DAILY_KILLS_DESC,,,,35,AEC_UNIT_KILLS,,,,AEC_REWARD_SUPPLY_DROP_2X,supply_drop,,,orders_RnD:2,,,,
971,AEC_DAILY,daily_ch_ab_kills_hh,AEC_FTE_COMPLETE_MATCH_TITLE,AEC_DAILY_KILLS_DESC,,,,70,AEC_UNIT_KILLS,,,,AEC_REWARD_SUPPLY_DROP_2X,supply_drop,,,orders_RnD:3,,,,
972,AEC_DAILY,daily_ch_ab_rifle_kills_ll,AEC_DAILY_ASSAULT_KILLS_TITLE,AEC_DAILY_ASSAULT_KILLS_DESC,,,,25,AEC_UNIT_KILLS,,,,,,,,orders_RnD:0,,,,
973,AEC_DAILY,daily_ch_ab_rifle_kills_hl,AEC_DAILY_ASSAULT_KILLS_TITLE,AEC_DAILY_ASSAULT_KILLS_DESC,,,,50,AEC_UNIT_KILLS,,,,,,,,orders_RnD:1,,,,
974,AEC_DAILY,daily_ch_ab_rifle_kills_lh,AEC_DAILY_ASSAULT_KILLS_TITLE,AEC_DAILY_ASSAULT_KILLS_DESC,,,,25,AEC_UNIT_KILLS,,,,,,,,orders_RnD:2,,,,
975,AEC_DAILY,daily_ch_ab_rifle_kills_hh,AEC_DAILY_ASSAULT_KILLS_TITLE,AEC_DAILY_ASSAULT_KILLS_DESC,,,,50,AEC_UNIT_KILLS,,,,,,,,orders_RnD:3,,,,
976,AEC_DAILY,daily_ch_ab_sniper_kills_ll,AEC_DAILY_SNIPER_KILLS_TITLE,AEC_DAILY_SNIPER_KILLS_DESC,,,,20,AEC_UNIT_KILLS,,,,,,,,orders_RnD:0,,,,
977,AEC_DAILY,daily_ch_ab_sniper_kills_hl,AEC_DAILY_SNIPER_KILLS_TITLE,AEC_DAILY_SNIPER_KILLS_DESC,,,,40,AEC_UNIT_KILLS,,,,,,,,orders_RnD:1,,,,
978,AEC_DAILY,daily_ch_ab_sniper_kills_lh,AEC_DAILY_SNIPER_KILLS_TITLE,AEC_DAILY_SNIPER_KILLS_DESC,,,,20,AEC_UNIT_KILLS,,,,,,,,orders_RnD:2,,,,
979,AEC_DAILY,daily_ch_ab_sniper_kills_hh,AEC_DAILY_SNIPER_KILLS_TITLE,AEC_DAILY_SNIPER_KILLS_DESC,,,,40,AEC_UNIT_KILLS,,,,,,,,orders_RnD:3,,,,
980,AEC_DAILY,daily_ch_ab_shotgun_kills_ll,AEC_DAILY_SHOTGUN_KILLS_TITLE,AEC_DAILY_SHOTGUN_KILLS_DESC,,,,20,AEC_UNIT_KILLS,,,,AEC_REWARD_2X_XP_10MIN,s2_xp_icon,,,orders_RnD:0,,,,
981,AEC_DAILY,daily_ch_ab_shotgun_kills_hl,AEC_DAILY_SHOTGUN_KILLS_TITLE,AEC_DAILY_SHOTGUN_KILLS_DESC,,,,40,AEC_UNIT_KILLS,,,,AEC_REWARD_2X_XP_10MIN,s2_xp_icon,,,orders_RnD:1,,,,
982,AEC_DAILY,daily_ch_ab_shotgun_kills_lh,AEC_DAILY_SHOTGUN_KILLS_TITLE,AEC_DAILY_SHOTGUN_KILLS_DESC,,,,20,AEC_UNIT_KILLS,,,,AEC_REWARD_2X_XP_20MIN,s2_xp_icon,,,orders_RnD:2,,,,
983,AEC_DAILY,daily_ch_ab_shotgun_kills_hh,AEC_DAILY_SHOTGUN_KILLS_TITLE,AEC_DAILY_SHOTGUN_KILLS_DESC,,,,40,AEC_UNIT_KILLS,,,,AEC_REWARD_2X_XP_20MIN,s2_xp_icon,,,orders_RnD:3,,,,
984,AEC_DAILY,daily_ch_ab_dom_kills_ll,AEC_WEEKLY_DOM_KILLS_TITLE,AEC_CONTRACT_DOM_KILLS_DESC,,,,25,AEC_UNIT_KILLS,,,,AEC_REWARD_2X_XP_10MIN,s2_xp_icon,,,orders_RnD:0,,,,
985,AEC_DAILY,daily_ch_ab_dom_kills_hl,AEC_WEEKLY_DOM_KILLS_TITLE,AEC_CONTRACT_DOM_KILLS_DESC,,,,50,AEC_UNIT_KILLS,,,,AEC_REWARD_2X_XP_10MIN,s2_xp_icon,,,orders_RnD:1,,,,
986,AEC_DAILY,daily_ch_ab_dom_kills_lh,AEC_WEEKLY_DOM_KILLS_TITLE,AEC_CONTRACT_DOM_KILLS_DESC,,,,25,AEC_UNIT_KILLS,,,,AEC_REWARD_2X_XP_20MIN,s2_xp_icon,,,orders_RnD:2,,,,
987,AEC_DAILY,daily_ch_ab_dom_kills_hh,AEC_WEEKLY_DOM_KILLS_TITLE,AEC_CONTRACT_DOM_KILLS_DESC,,,,50,AEC_UNIT_KILLS,,,,AEC_REWARD_2X_XP_20MIN,s2_xp_icon,,,orders_RnD:3,,,,
988,AEC_DAILY,daily_ch_ab_kc_tags_ll,AEC_CONTRACT_COLLECT_TAGS_TITLE,AEC_CONTRACT_COLLECT_TAGS_DESC,,,,10,AEC_UNIT_TAGS_COLLECTED,,,,,,,,orders_RnD:0,,,,
989,AEC_DAILY,daily_ch_ab_kc_tags_hl,AEC_CONTRACT_COLLECT_TAGS_TITLE,AEC_CONTRACT_COLLECT_TAGS_DESC,,,,20,AEC_UNIT_TAGS_COLLECTED,,,,,,,,orders_RnD:1,,,,
990,AEC_DAILY,daily_ch_ab_kc_tags_lh,AEC_CONTRACT_COLLECT_TAGS_TITLE,AEC_CONTRACT_COLLECT_TAGS_DESC,,,,10,AEC_UNIT_TAGS_COLLECTED,,,,,,,,orders_RnD:2,,,,
991,AEC_DAILY,daily_ch_ab_kc_tags_hh,AEC_CONTRACT_COLLECT_TAGS_TITLE,AEC_CONTRACT_COLLECT_TAGS_DESC,,,,20,AEC_UNIT_TAGS_COLLECTED,,,,,,,,orders_RnD:3,,,,
992,AEC_DAILY,daily_ch_ab_headshots_ll,AEC_CONTRACT_HEADSHOTS_TITLE,AEC_CONTRACT_HEADSHOTS_DESC,,,,5,AEC_UNIT_HEADSHOTS,,,,,,,,orders_RnD:0,,,,
993,AEC_DAILY,daily_ch_ab_headshots_hl,AEC_CONTRACT_HEADSHOTS_TITLE,AEC_CONTRACT_HEADSHOTS_DESC,,,,10,AEC_UNIT_HEADSHOTS,,,,,,,,orders_RnD:1,,,,
994,AEC_DAILY,daily_ch_ab_headshots_lh,AEC_CONTRACT_HEADSHOTS_TITLE,AEC_CONTRACT_HEADSHOTS_DESC,,,,5,AEC_UNIT_HEADSHOTS,,,,AEC_REWARD_SUPPLY_DROP_2X,supply_drop,,,orders_RnD:2,,,,
995,AEC_DAILY,daily_ch_ab_headshots_hh,AEC_CONTRACT_HEADSHOTS_TITLE,AEC_CONTRACT_HEADSHOTS_DESC,,,,10,AEC_UNIT_HEADSHOTS,,,,AEC_REWARD_SUPPLY_DROP_2X,supply_drop,,,orders_RnD:3,,,,
996,AEC_DAILY,daily_ch_ab_smg_kills_ll,AEC_DAILY_SMG_KILLS_TITLE,AEC_DAILY_SMG_KILLS_DESC,,,,25,AEC_UNIT_KILLS,,,,,,,,orders_RnD:0,,,,
997,AEC_DAILY,daily_ch_ab_smg_kills_hl,AEC_DAILY_SMG_KILLS_TITLE,AEC_DAILY_SMG_KILLS_DESC,,,,50,AEC_UNIT_KILLS,,,,,,,,orders_RnD:1,,,,
998,AEC_DAILY,daily_ch_ab_smg_kills_lh,AEC_DAILY_SMG_KILLS_TITLE,AEC_DAILY_SMG_KILLS_DESC,,,,25,AEC_UNIT_KILLS,,,,,,,,orders_RnD:2,,,,
999,AEC_DAILY,daily_ch_ab_smg_kills_hh,AEC_DAILY_SMG_KILLS_TITLE,AEC_DAILY_SMG_KILLS_DESC,,,,50,AEC_UNIT_KILLS,,,,,,,,orders_RnD:3,,,,
1000,AEC_DAILY,daily_zm_ch_traps,ZOMBIES_OC_DAILY_1_TITLE,ZOMBIES_OC_DAILY_1_DESC,,,,8,ZOMBIES_OC_UNIT_TRAPS,,,,,,,,,,,,
1001,AEC_DAILY,daily_zm_ch_pest_melee,ZOMBIES_OC_DAILY_2_TITLE,ZOMBIES_OC_DAILY_2_DESC,,,,20,ZOMBIES_OC_UNIT_KILLS_PEST_MELEE,,,,,,,,,,,,
1002,AEC_DAILY,daily_zm_ch_pest_zapper,ZOMBIES_OC_DAILY_3_TITLE,ZOMBIES_OC_DAILY_3_DESC,,,,20,ZOMBIES_OC_UNIT_KILLS_PEST_ZAPPER,,,,,,,,,,,,
1003,AEC_DAILY,daily_zm_ch_firestarter,ZOMBIES_OC_DAILY_4_TITLE,ZOMBIES_OC_DAILY_4_DESC,,,,4,ZOMBIES_OC_UNIT_OBJECTIVE_BRENNER_TANKS,,,,,,,,,,,,
1004,AEC_DAILY,daily_zm_ch_wustling_melee_only,ZOMBIES_OC_DAILY_5_TITLE,ZOMBIES_OC_DAILY_5_DESC,,,,5,ZOMBIES_OC_UNIT_KILLS_WUSTLING_MELEE,,,,,,,,,,,,
1005,AEC_DAILY,daily_zm_ch_empty_clip,ZOMBIES_OC_DAILY_6_TITLE,ZOMBIES_OC_DAILY_6_DESC,,,,3,ZOMBIES_OC_UNIT_KILLS_GENERIC_NO_AMMO,,,,,,,,,,,,
1006,AEC_DAILY,daily_zm_ch_wave_starter_weap,ZOMBIES_OC_DAILY_7_TITLE,ZOMBIES_OC_DAILY_7_DESC,,,,1,,,,,,,,,,,,,
1007,AEC_DAILY,daily_zm_ch_wustling_betty_charge,ZOMBIES_OC_DAILY_8_TITLE,ZOMBIES_OC_DAILY_8_DESC,,,,2,ZOMBIES_OC_UNIT_KILLS_WUSTLING_BETTY,,,,,,,,,,,,
1008,AEC_DAILY,daily_zm_ch_every_blitz,ZOMBIES_OC_DAILY_9_TITLE,ZOMBIES_OC_DAILY_9_DESC,,,,1,,,,,,,,,,,,,
1009,AEC_DAILY,daily_zm_ch_teammates_revived_1,ZOMBIES_OC_DAILY_10_TITLE,ZOMBIES_OC_DAILY_10_DESC,,,,1,,,,,,,,,,,,,
1010,AEC_DAILY,daily_zm_ch_kills_traps_1,ZOMBIES_OC_DAILY_11_TITLE,ZOMBIES_OC_DAILY_11_DESC,,,,300,ZOMBIES_OC_UNIT_KILLS_TRAPS_GENERIC,,,,,,,,,,,,
1011,AEC_DAILY,daily_zm_ch_kills_bombers_clean,ZOMBIES_OC_DAILY_12_TITLE,ZOMBIES_OC_DAILY_12_DESC,,,,10,ZOMBIES_OC_UNIT_OBJECTIVE_BOMBER_SHUTDOWN,,,,,,,,,,,,
1012,AEC_DAILY,daily_zm_ch_perks_full,ZOMBIES_OC_DAILY_13_TITLE,ZOMBIES_OC_DAILY_13_DESC,,,,1,,,,,,,,,,,,,
1013,AEC_DAILY,daily_zm_ch_exposive_multikills_1,ZOMBIES_OC_DAILY_14_TITLE,ZOMBIES_OC_DAILY_14_DESC,,,,15,ZOMBIES_OC_UNIT_EXPLOSIVE_MULTIKILLS,,,,,,,,,,,,
1014,AEC_DAILY,daily_zm_ch_sniper_headshots_1,ZOMBIES_OC_DAILY_15_TITLE,ZOMBIES_OC_DAILY_15_DESC,,,,75,ZOMBIES_OC_UNIT_SNIPER_PRECISION,,,,,,,,,,,,
1015,AEC_DAILY,daily_zm_ch_wave_challenge_1,ZOMBIES_OC_DAILY_16_TITLE,ZOMBIES_OC_DAILY_16_DESC,,,,1,,,,,,,,,,,,,
1016,AEC_DAILY,daily_zm_ch_kills_upgraded_1,ZOMBIES_OC_DAILY_17_TITLE,ZOMBIES_OC_DAILY_17_DESC,,,,300,ZOMBIES_OC_UNIT_KILLS_UPGRADED,,,,,,,,,,,,
1017,AEC_DAILY,daily_zm_ch_kills_upgraded_2,ZOMBIES_OC_DAILY_17_TITLE,ZOMBIES_OC_DAILY_17_DESC,,,,425,ZOMBIES_OC_UNIT_KILLS_UPGRADED,,,,,,,,,,,,
1018,AEC_DAILY,daily_zm_ch_kills_upgraded_3,ZOMBIES_OC_DAILY_17_TITLE,ZOMBIES_OC_DAILY_17_DESC,,,,500,ZOMBIES_OC_UNIT_KILLS_UPGRADED,,,,,,,,,,,,
1019,AEC_DAILY,daily_zm_ch_wave_challenge_dmg_1,ZOMBIES_OC_DAILY_20_TITLE,ZOMBIES_OC_DAILY_20_DESC,,,,1,,,,,,,,,,,,,
1020,AEC_DAILY,daily_zm_ch_wave_challenge_dmg_2,ZOMBIES_OC_DAILY_20_TITLE,ZOMBIES_OC_DAILY_21_DESC,,,,1,,,,,,,,,,,,,
1021,AEC_DAILY,daily_zm_ch_wave_challenge_dmg_3,ZOMBIES_OC_DAILY_20_TITLE,ZOMBIES_OC_DAILY_22_DESC,,,,1,,,,,,,,,,,,,
1022,AEC_DAILY,daily_zm_ch_wave_asn_spines_fog_1,ZOMBIES_OC_DAILY_23_TITLE,ZOMBIES_OC_DAILY_23_DESC,,,,2,ZOMBIES_OC_UNIT_OBJECTIVE_ASSASSIN_SPINES_FOG,,,,,,,,,,,,
1023,AEC_DAILY,daily_zm_ch_wave_asn_spines_1,ZOMBIES_OC_DAILY_24_TITLE,ZOMBIES_OC_DAILY_24_DESC,,,,5,ZOMBIES_OC_UNIT_KILLS_RIPSAW_CHARGE,,,,,,,,,,,,
1024,AEC_DAILY,daily_zm_ch_bomber_with_bomb,ZOMBIES_OC_DAILY_25_TITLE,ZOMBIES_OC_DAILY_25_DESC,,,,1,ZOMBIES_OC_UNIT_KILLS_BOMBER_WITH_BOMB,,,,,,,,,,,,
1025,AEC_DAILY,daily_zm_ch_headshots_1,ZOMBIES_OC_DAILY_26_TITLE,ZOMBIES_OC_DAILY_26_DESC,,,,80,ZOMBIES_OC_UNIT_KILLS_GENERIC_HEADSHOT,,,,,,,,,,,,
1026,AEC_DAILY,daily_zm_ch_headshots_2,ZOMBIES_OC_DAILY_26_TITLE,ZOMBIES_OC_DAILY_26_DESC,,,,175,ZOMBIES_OC_UNIT_KILLS_GENERIC_HEADSHOT,,,,,,,,,,,,
1027,AEC_DAILY,daily_zm_ch_headshots_3,ZOMBIES_OC_DAILY_26_TITLE,ZOMBIES_OC_DAILY_26_DESC,,,,275,ZOMBIES_OC_UNIT_KILLS_GENERIC_HEADSHOT,,,,,,,,,,,,
1028,AEC_DAILY,daily_zm_ch_shotguns_1,ZOMBIES_OC_DAILY_29_TITLE,ZOMBIES_OC_DAILY_29_DESC,,,,125,ZOMBIES_OC_UNIT_KILLS_GENERIC_SHOTGUN,,,,,,,,,,,,
1029,AEC_DAILY,daily_zm_ch_shotguns_2,ZOMBIES_OC_DAILY_29_TITLE,ZOMBIES_OC_DAILY_29_DESC,,,,250,ZOMBIES_OC_UNIT_KILLS_GENERIC_SHOTGUN,,,,,,,,,,,,
1030,AEC_DAILY,daily_zm_ch_shotguns_3,ZOMBIES_OC_DAILY_29_TITLE,ZOMBIES_OC_DAILY_29_DESC,,,,325,ZOMBIES_OC_UNIT_KILLS_GENERIC_SHOTGUN,,,,,,,,,,,,
1031,AEC_DAILY,daily_zm_ch_pistols_1,ZOMBIES_OC_DAILY_32_TITLE,ZOMBIES_OC_DAILY_32_DESC,,,,100,ZOMBIES_OC_UNIT_KILLS_GENERIC_PISTOL,,,,,,,,,,,,
1032,AEC_DAILY,daily_zm_ch_pistols_2,ZOMBIES_OC_DAILY_32_TITLE,ZOMBIES_OC_DAILY_32_DESC,,,,150,ZOMBIES_OC_UNIT_KILLS_GENERIC_PISTOL,,,,,,,,,,,,
1033,AEC_DAILY,daily_zm_ch_pistols_3,ZOMBIES_OC_DAILY_32_TITLE,ZOMBIES_OC_DAILY_32_DESC,,,,200,ZOMBIES_OC_UNIT_KILLS_GENERIC_PISTOL,,,,,,,,,,,,
1034,AEC_DAILY,daily_zm_ch_lmgs_1,ZOMBIES_OC_DAILY_35_TITLE,ZOMBIES_OC_DAILY_35_DESC,,,,225,ZOMBIES_OC_UNIT_KILLS_LMG,,,,,,,,,,,,
1035,AEC_DAILY,daily_zm_ch_lmgs_2,ZOMBIES_OC_DAILY_35_TITLE,ZOMBIES_OC_DAILY_35_DESC,,,,350,ZOMBIES_OC_UNIT_KILLS_LMG,,,,,,,,,,,,
1036,AEC_DAILY,daily_zm_ch_lmgs_3,ZOMBIES_OC_DAILY_35_TITLE,ZOMBIES_OC_DAILY_35_DESC,,,,500,ZOMBIES_OC_UNIT_KILLS_LMG,,,,,,,,,,,,
1037,AEC_DAILY,daily_zm_ch_bomber_bomb_kills,ZOMBIES_OC_DAILY_38_TITLE,ZOMBIES_OC_DAILY_38_DESC,,,,30,ZOMBIES_OC_UNIT_KILLS_BOMBER_BOMB,,,,,,,,,,,,
1038,AEC_DAILY,daily_zm_ch_purchase_armor_1,ZOMBIES_OC_DAILY_39_TITLE,ZOMBIES_OC_DAILY_39_DESC,,,,5,ZOMBIES_OC_UNIT_PURCHASES_ARMOR,,,,,,,,,,,,
1039,AEC_DAILY,daily_zm_ch_explosives_1,ZOMBIES_OC_DAILY_40_TITLE,ZOMBIES_OC_DAILY_40_DESC,,,,40,ZOMBIES_OC_UNIT_KILLS_GENERIC_EXPLOSIVE,,,,,,,,,,,,
1040,AEC_DAILY,daily_zm_ch_throwing_knifes_1,ZOMBIES_OC_DAILY_41_TITLE,ZOMBIES_OC_DAILY_41_DESC,,,,20,ZOMBIES_OC_UNIT_KILLS_THROWING_KNIFE,,,,,,,,,,,,
1041,AEC_DAILY,daily_zm_ch_revives_1,ZOMBIES_OC_DAILY_42_TITLE,ZOMBIES_OC_DAILY_42_DESC,,,,20,ZOMBIES_OC_UNIT_REVIVES,,,,,,,,,,,,
1042,AEC_DAILY,daily_zm_ch_purchase_weapons_1,ZOMBIES_OC_DAILY_43_TITLE,ZOMBIES_OC_DAILY_43_DESC,,,,40,ZOMBIES_OC_UNIT_PURCHASES_WEAPONS,,,,,,,,,,,,
1043,AEC_DAILY,daily_zm_ch_purchase_box_1,ZOMBIES_OC_DAILY_44_TITLE,ZOMBIES_OC_DAILY_44_DESC,,,,20,ZOMBIES_OC_UNIT_PURCHASES_BOX,,,,,,,,,,,,
1044,AEC_DAILY,daily_zm_ch_run_away_1,ZOMBIES_OC_DAILY_45_DESC,ZOMBIES_OC_DAILY_45_DESC,,,,10,ZOMBIES_OC_MILES_RAN_FROM_ZOMBIES,,,,,,,,,,,,
1045,AEC_DAILY,daily_zm_ch_objective_1,ZOMBIES_OC_DAILY_46_TITLE,ZOMBIES_OC_DAILY_46_DESC,,,,1,,,,,,,,,,,,,
1046,AEC_DAILY,daily_zm_ch_kills_wave_0,ZOMBIES_OC_DAILY_47_TITLE,ZOMBIES_OC_DAILY_47_DESC,,,,60,ZOMBIES_OC_UNIT_BEACH_ZOMBIES,,,,,,,,,,,,
1047,AEC_DAILY,daily_zm_ch_kills_ripsaw_1,ZOMBIES_OC_DAILY_48_TITLE,ZOMBIES_OC_DAILY_48_DESC,,,,40,ZOMBIES_OC_UNIT_KILLS_RIPSAW_HEAVY,,,,,,,,,,,,
1048,AEC_DAILY,daily_zm_ch_stuka_shutdown_1,ZOMBIES_OC_DAILY_49_TITLE,ZOMBIES_OC_DAILY_49_DESC,,,,10,ZOMBIES_OC_UNIT_OBJECTIVE_STUKAS_SHUTDOWN,,,,,,,,,,,,
1049,AEC_DAILY,daily_zm_ch_traps_propeller_1,ZOMBIES_OC_DAILY_50_TITLE,ZOMBIES_OC_DAILY_50_DESC,,,,60,ZOMBIES_OC_UNIT_SUB_PEN_TRAP_KILLS,,,,,,,,,,,,
1050,AEC_DAILY,daily_zm_ch_cart_rides_1,ZOMBIES_OC_DAILY_51_TITLE,ZOMBIES_OC_DAILY_51_DESC,,,,6,ZOMBIES_OC_UNIT_PURCHASES_MINECART,,,,,,,,,,,,
1051,AEC_DAILY,daily_zm_ch_wave_challenge_shotgun_1,ZOMBIES_OC_DAILY_52_TITLE,ZOMBIES_OC_DAILY_52_DESC,,,,1,,,,,,,,,,,,,
1052,AEC_DAILY,daily_zm_ch_wave_challenge_shotgun_2,ZOMBIES_OC_DAILY_53_TITLE,ZOMBIES_OC_DAILY_53_DESC,,,,1,,,,,,,,,,,,,
1053,AEC_DAILY,daily_zm_ch_kills_pistols_upgraded_1,ZOMBIES_OC_DAILY_54_TITLE,ZOMBIES_OC_DAILY_54_DESC,,,,225,ZOMBIES_OC_UNIT_KILLS_UPGRADED_PISTOL,,,,,,,,,,,,
1054,AEC_DAILY,daily_zm_ch_wave_no_move_1,ZOMBIES_OC_DAILY_55_TITLE,ZOMBIES_OC_DAILY_55_DESC,,,,1,,,,,,,,,,,,,
1055,AEC_DAILY,daily_zm_ch_wave_no_move_2,ZOMBIES_OC_DAILY_56_TITLE,ZOMBIES_OC_DAILY_56_DESC,,,,1,,,,,,,,,,,,,
1056,AEC_DAILY,daily_zm_ch_sacrifices_1,ZOMBIES_OC_DAILY_57_TITLE,ZOMBIES_OC_DAILY_57_DESC,,,,30,ZOMBIES_OC_UNIT_OBJECTIVE_SACRIFICES,,,,,,,,,,,,
1057,AEC_DAILY,daily_zm_ch_sacrifices_2,ZOMBIES_OC_DAILY_58_TITLE,ZOMBIES_OC_DAILY_58_DESC,,,,5,ZOMBIES_OC_UNIT_OBJECTIVE_SACRIFICES_COMPLETE,,,,,,,,,,,,
1058,AEC_DAILY,daily_zm_ch_wave_box_weapon_1,ZOMBIES_OC_DAILY_59_TITLE,ZOMBIES_OC_DAILY_59_DESC,,,,1,,,,,,,,,,,,,
1059,AEC_DAILY,daily_zm_ch_wave_box_weapon_2,ZOMBIES_OC_DAILY_60_TITLE,ZOMBIES_OC_DAILY_60_DESC,,,,1,,,,,,,,,,,,,
1060,AEC_WEEKLY,weekly_zm_ch_kills_electrical_1,ZOMBIES_OC_WEEKLY_1_TITLE,ZOMBIES_OC_WEEKLY_1_DESC,,,,500,ZOMBIES_OC_UNIT_KILLS_GENERIC_ZAPPER,,,,,,,,,,,,
1061,AEC_WEEKLY,weekly_zm_ch_purchase_doors_1,ZOMBIES_OC_WEEKLY_2_TITLE,ZOMBIES_OC_WEEKLY_2_DESC,,,,75,ZOMBIES_OC_UNIT_PURCHASES_DOORS,,,,,,,,,,,,
1062,AEC_WEEKLY,weekly_zm_ch_objective_1,ZOMBIES_OC_WEEKLY_3_TITLE,ZOMBIES_OC_WEEKLY_3_DESC,,,,1,,,,,,,,,,,,,
1063,AEC_WEEKLY,weekly_zm_ch_kills_benners_1,ZOMBIES_OC_WEEKLY_4_TITLE,ZOMBIES_OC_WEEKLY_4_DESC,,,,50,ZOMBIES_OC_UNIT_KILLS_BRENNER,,,,,,,,,,,,
1064,AEC_WEEKLY,weekly_zm_ch_multikills_bombs,ZOMBIES_OC_WEEKLY_5_TITLE,ZOMBIES_OC_WEEKLY_5_DESC,,,,25,ZOMBIES_OC_UNIT_KILLS_BOMBER_WITH_BOMB_MULTI,,,,,,,,,,,,
1065,AEC_WEEKLY,weekly_zm_ch_objective_2,ZOMBIES_OC_WEEKLY_6_TITLE,ZOMBIES_OC_WEEKLY_6_DESC,,,,1,,,,,,,,,,,,,
1066,AEC_WEEKLY,weekly_zm_ch_objective_3,ZOMBIES_OC_WEEKLY_7_TITLE,ZOMBIES_OC_WEEKLY_7_DESC,,,,1,,,,,,,,,,,,,
1067,AEC_WEEKLY,weekly_zm_ch_ripsaw_kills_no_heavy,ZOMBIES_OC_WEEKLY_8_TITLE,ZOMBIES_OC_WEEKLY_8_DESC,,,,250,ZOMBIES_OC_UNIT_KILLS_RIPSAW_HEAVY,,,,,,,,,,,,
1068,AEC_WEEKLY,weekly_zm_ch_kills_equipment,ZOMBIES_OC_WEEKLY_9_TITLE,ZOMBIES_OC_WEEKLY_9_DESC,,,,500,ZOMBIES_OC_UNIT_KILLS_EQUIPMENT,,,,,,,,,,,,
1069,AEC_WEEKLY,weekly_zm_ch_bosses_defeated_global,ZOMBIES_OC_WEEKLY_10_TITLE,ZOMBIES_OC_WEEKLY_10_DESC,,,,5,ZOMBIES_OC_UNIT_OBJECTIVE_GENERIC_BOSS,,,,,,,,,,,,
