a0,b1,c2,d3,e4,g5,g6,h7,i8,j9,k10,l11,m12,n13,o14,p15,q16,r17,s18,
634,mstr,35299750,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,35358200,,,,,,635,635,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
635,mstr,35358200,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,35416650,,,,,,636,636,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
636,mstr,35416650,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,35475100,,,,,,637,637,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
637,mstr,35475100,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,35533550,,,,,,638,638,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
638,mstr,35533550,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,35592000,,,,,,639,639,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
639,mstr,35592000,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,35650450,,,,,,640,640,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
640,mstr,35650450,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,35708900,,,,,,641,641,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
641,mstr,35708900,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,35767350,,,,,,642,642,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
642,mstr,35767350,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,35825800,,,,,,643,643,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
643,mstr,35825800,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,35884250,,,,,,644,644,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
644,mstr,35884250,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,35942700,,,,,,645,645,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
645,mstr,35942700,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,36001150,,,,,,646,646,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
646,mstr,36001150,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,36059600,,,,,,647,647,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
647,mstr,36059600,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,36118050,,,,,,648,648,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
648,mstr,36118050,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,36176500,,,,,,649,649,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
649,mstr,36176500,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,36234950,,,,,,650,650,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
650,mstr,36234950,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,36293400,,,,,,651,651,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
651,mstr,36293400,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,36351850,,,,,,652,652,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
652,mstr,36351850,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,36410300,,,,,,653,653,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
653,mstr,36410300,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,36468750,,,,,,654,654,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
654,mstr,36468750,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,36527200,,,,,,655,655,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
655,mstr,36527200,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,36585650,,,,,,656,656,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
656,mstr,36585650,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,36644100,,,,,,657,657,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
657,mstr,36644100,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,36702550,,,,,,658,658,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
658,mstr,36702550,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,36761000,,,,,,659,659,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
659,mstr,36761000,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,36819450,,,,,,660,660,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
660,mstr,36819450,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,36877900,,,,,,661,661,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
661,mstr,36877900,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,36936350,,,,,,662,662,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
662,mstr,36936350,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,36994800,,,,,,663,663,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
663,mstr,36994800,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,37053250,,,,,,664,664,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
664,mstr,37053250,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,37111700,,,,,,665,665,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
665,mstr,37111700,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,37170150,,,,,,666,666,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
666,mstr,37170150,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,37228600,,,,,,667,667,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
667,mstr,37228600,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,37287050,,,,,,668,668,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
668,mstr,37287050,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,37345500,,,,,,669,669,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
669,mstr,37345500,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,37403950,,,,,,670,670,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
670,mstr,37403950,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,37462400,,,,,,671,671,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
671,mstr,37462400,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,37520850,,,,,,672,672,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
672,mstr,37520850,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,37579300,,,,,,673,673,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
673,mstr,37579300,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,37637750,,,,,,674,674,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
674,mstr,37637750,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,37696200,,,,,,675,675,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
675,mstr,37696200,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,37754650,,,,,,676,676,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
676,mstr,37754650,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,37813100,,,,,,677,677,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
677,mstr,37813100,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,37871550,,,,,,678,678,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
678,mstr,37871550,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,37930000,,,,,,679,679,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
679,mstr,37930000,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,37988450,,,,,,680,680,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
680,mstr,37988450,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,38046900,,,,,,681,681,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
681,mstr,38046900,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,38105350,,,,,,682,682,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
682,mstr,38105350,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,38163800,,,,,,683,683,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
683,mstr,38163800,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,38222250,,,,,,684,684,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
684,mstr,38222250,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,38280700,,,,,,685,685,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
685,mstr,38280700,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,38339150,,,,,,686,686,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
686,mstr,38339150,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,38397600,,,,,,687,687,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
687,mstr,38397600,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,38456050,,,,,,688,688,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
688,mstr,38456050,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,38514500,,,,,,689,689,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
689,mstr,38514500,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,38572950,,,,,,690,690,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
690,mstr,38572950,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,38631400,,,,,,691,691,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
691,mstr,38631400,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,38689850,,,,,,692,692,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
692,mstr,38689850,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,38748300,,,,,,693,693,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
693,mstr,38748300,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,38806750,,,,,,694,694,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
694,mstr,38806750,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,38865200,,,,,,695,695,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
695,mstr,38865200,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,38923650,,,,,,696,696,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
696,mstr,38923650,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,38982100,,,,,,697,697,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
697,mstr,38982100,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,39040550,,,,,,698,698,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
698,mstr,39040550,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,39099000,,,,,,699,699,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
699,mstr,39099000,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,39157450,,,,,,700,700,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
700,mstr,39157450,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,39215900,,,,,,701,701,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
701,mstr,39215900,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,39274350,,,,,,702,702,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
702,mstr,39274350,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,39332800,,,,,,703,703,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
703,mstr,39332800,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,39391250,,,,,,704,704,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
704,mstr,39391250,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,39449700,,,,,,705,705,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
705,mstr,39449700,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,39508150,,,,,,706,706,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
706,mstr,39508150,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,39566600,,,,,,707,707,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
707,mstr,39566600,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,39625050,,,,,,708,708,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
708,mstr,39625050,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,39683500,,,,,,709,709,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
709,mstr,39683500,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,39741950,,,,,,710,710,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
710,mstr,39741950,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,39800400,,,,,,711,711,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
711,mstr,39800400,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,39858850,,,,,,712,712,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
712,mstr,39858850,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,39917300,,,,,,713,713,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
713,mstr,39917300,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,39975750,,,,,,714,714,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
714,mstr,39975750,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,40034200,,,,,,715,715,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
715,mstr,40034200,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,40092650,,,,,,716,716,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
716,mstr,40092650,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,40151100,,,,,,717,717,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
717,mstr,40151100,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,40209550,,,,,,718,718,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
718,mstr,40209550,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,40268000,,,,,,719,719,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
719,mstr,40268000,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,40326450,,,,,,720,720,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
720,mstr,40326450,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,40384900,,,,,,721,721,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
721,mstr,40384900,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,40443350,,,,,,722,722,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
722,mstr,40443350,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,40501800,,,,,,723,723,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
723,mstr,40501800,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,40560250,,,,,,724,724,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
724,mstr,40560250,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,40618700,,,,,,725,725,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
725,mstr,40618700,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,40677150,,,,,,726,726,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
726,mstr,40677150,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,40735600,,,,,,727,727,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
727,mstr,40735600,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,40794050,,,,,,728,728,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
728,mstr,40794050,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,40852500,,,,,,729,729,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
729,mstr,40852500,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,40910950,,,,,,730,730,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
730,mstr,40910950,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,40969400,,,,,,731,731,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
731,mstr,40969400,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,41027850,,,,,,732,732,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
732,mstr,41027850,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,41086300,,,,,,733,733,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
733,mstr,41086300,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,41144750,,,,,,734,734,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
734,mstr,41144750,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,41203200,,,,,,735,735,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
735,mstr,41203200,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,41261650,,,,,,736,736,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
736,mstr,41261650,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,41320100,,,,,,737,737,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
737,mstr,41320100,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,41378550,,,,,,738,738,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
738,mstr,41378550,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,41437000,,,,,,739,739,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
739,mstr,41437000,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,41495450,,,,,,740,740,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
740,mstr,41495450,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,41553900,,,,,,741,741,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
741,mstr,41553900,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,41612350,,,,,,742,742,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
742,mstr,41612350,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,41670800,,,,,,743,743,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
743,mstr,41670800,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,41729250,,,,,,744,744,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
744,mstr,41729250,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,41787700,,,,,,745,745,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
745,mstr,41787700,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,41846150,,,,,,746,746,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
746,mstr,41846150,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,41904600,,,,,,747,747,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
747,mstr,41904600,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,41963050,,,,,,748,748,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
748,mstr,41963050,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,42021500,,,,,,749,749,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
749,mstr,42021500,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,42079950,,,,,,750,750,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
750,mstr,42079950,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,42138400,,,,,,751,751,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
751,mstr,42138400,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,42196850,,,,,,752,752,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
752,mstr,42196850,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,42255300,,,,,,753,753,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
753,mstr,42255300,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,42313750,,,,,,754,754,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
754,mstr,42313750,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,42372200,,,,,,755,755,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
755,mstr,42372200,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,42430650,,,,,,756,756,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
756,mstr,42430650,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,42489100,,,,,,757,757,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
757,mstr,42489100,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,42547550,,,,,,758,758,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
758,mstr,42547550,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,42606000,,,,,,759,759,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
759,mstr,42606000,58450,RANK_MASTER_PRESTIGE,RANK_MASTER_PRESTIGE_FULL,rank_prestigemaster,42664450,,,,,,760,760,,RANK_MASTER_PRESTIGE_FULL,,ranked_up_master_prestige,
